,molecule_id,molecule_energy,atom_name,x,y,z
8493,1489,-97.17328272400572,H,1.580409,1.869615,-1.414424
8494,1489,-97.17328272400572,H,1.524504,2.841751,0.051232
8495,1489,-97.17328272400572,H,0.16058,2.848376,-1.061343
8496,149,-75.9009824110044,C,-1.143698,-0.768837,2.005504
8497,149,-75.9009824110044,N,-1.343468,-0.794983,0.55903
8498,149,-75.9009824110044,C,-0.80934,0.380643,-0.151673
8499,149,-75.9009824110044,C,0.713973,0.401455,-0.192261
8500,149,-75.9009824110044,C,1.453318,-0.337806,-1.264985
8501,149,-75.9009824110044,C,1.41742,1.158275,-1.2772
8502,149,-75.9009824110044,H,-1.634836,-1.634722,2.455237
8503,149,-75.9009824110044,H,-1.550812,0.141221,2.483601
8504,149,-75.9009824110044,H,-0.078856,-0.819923,2.24761
8505,149,-75.9009824110044,H,-2.342115,-0.881789,0.357285
8506,149,-75.9009824110044,H,-1.177694,1.326849,0.304355
8507,149,-75.9009824110044,H,-1.201248,0.356428,-1.177837
8508,149,-75.9009824110044,H,1.19558,0.423878,0.786601
8509,149,-75.9009824110044,H,0.872097,-0.861677,-2.017016
8510,149,-75.9009824110044,H,2.389619,-0.821254,-1.004495
8511,149,-75.9009824110044,H,0.813715,1.641792,-2.03924
8512,149,-75.9009824110044,H,2.328794,1.691694,-1.025618
8513,1490,-62.40286687900334,C,-2.392544,0.379211,-0.135413
8514,1490,-62.40286687900334,C,-0.897611,0.392876,-0.078684
8515,1490,-62.40286687900334,C,-0.147738,-0.676969,0.211817
8516,1490,-62.40286687900334,C,1.35629,-0.690696,0.283747
8517,1490,-62.40286687900334,N,1.969224,0.556493,-0.169364
8518,1490,-62.40286687900334,H,-2.749551,0.690904,-1.118877
8519,1490,-62.40286687900334,H,-2.815177,1.078085,0.588836
8520,1490,-62.40286687900334,H,-2.793117,-0.610384,0.073464
8521,1490,-62.40286687900334,H,-0.413505,1.347067,-0.280929
8522,1490,-62.40286687900334,H,-0.635948,-1.628526,0.425818
8523,1490,-62.40286687900334,H,1.730472,-1.569804,-0.289698
8524,1490,-62.40286687900334,H,1.668476,-0.876126,1.325812
8525,1490,-62.40286687900334,H,1.732306,0.740125,-1.141047
8526,1490,-62.40286687900334,H,2.981088,0.506686,-0.086632
8527,1491,-76.05666241100425,C,-1.722286,-1.103251,-0.928483
8528,1491,-76.05666241100425,C,-0.701818,-0.221823,-1.637858
8529,1491,-76.05666241100425,C,0.591457,-0.010111,-0.836501
8530,1491,-76.05666241100425,C,0.382587,0.774073,0.452669
8531,1491,-76.05666241100425,C,0.25565,0.085096,1.767595
8532,1491,-76.05666241100425,N,1.473191,0.82631,1.431762
8533,1491,-76.05666241100425,H,-2.609534,-1.236068,-1.543908
8534,1491,-76.05666241100425,H,-2.033013,-0.663141,0.016556
8535,1491,-76.05666241100425,H,-1.30943,-2.087826,-0.717855
8536,1491,-76.05666241100425,H,-1.153452,0.751391,-1.859069
8537,1491,-76.05666241100425,H,-0.449675,-0.670021,-2.604781
8538,1491,-76.05666241100425,H,1.309354,0.526188,-1.469869
8539,1491,-76.05666241100425,H,1.047304,-0.979563,-0.607363
8540,1491,-76.05666241100425,H,-0.145216,1.727655,0.329182
8541,1491,-76.05666241100425,H,0.329181,-1.003734,1.801659
8542,1491,-76.05666241100425,H,-0.353995,0.525851,2.558092
8543,1491,-76.05666241100425,H,2.2226,0.181194,1.170494
8544,1492,-69.450289557004,C,-1.823656,0.45809,0.586747
8545,1492,-69.450289557004,C,-0.297612,0.445558,0.571175
8546,1492,-69.450289557004,O,0.351299,1.095464,1.404279
8547,1492,-69.450289557004,N,0.352381,-0.305349,-0.391188
8548,1492,-69.450289557004,C,-0.311736,-1.098796,-1.407978
8549,1492,-69.450289557004,C,1.808353,-0.321787,-0.412706
8550,1492,-69.450289557004,H,-2.163594,1.092034,1.399588
8551,1492,-69.450289557004,H,-2.234177,-0.539411,0.739332
8552,1492,-69.450289557004,H,-2.233672,0.849457,-0.343604
8553,1492,-69.450289557004,H,-1.394085,-1.027239,-1.316171
8554,1492,-69.450289557004,H,-0.03003,-2.159017,-1.32951
8555,1492,-69.450289557004,H,-0.030133,-0.764908,-2.417337
8556,1492,-69.450289557004,H,2.16735,0.310797,0.397953
8557,1492,-69.450289557004,H,2.194405,0.055457,-1.369874
8558,1492,-69.450289557004,H,2.194784,-1.34183,-0.279723
8559,1493,-68.4679915570041,C,-0.88951,1.625818,0.218386
8560,1493,-68.4679915570041,C,-1.172735,0.236258,0.774212
8561,1493,-68.4679915570041,C,-0.587566,-0.910318,-0.064147
8562,1493,-68.4679915570041,C,0.941684,-1.030855,-0.018193
8563,1493,-68.4679915570041,N,1.609416,0.011202,-0.802208
8564,1493,-68.4679915570041,H,-1.348619,2.389407,0.844042
8565,1493,-68.4679915570041,H,-1.291387,1.730746,-0.787678
8566,1493,-68.4679915570041,H,0.179106,1.818613,0.173597
8567,1493,-68.4679915570041,H,-2.257639,0.094761,0.845376
8568,1493,-68.4679915570041,H,-0.788041,0.167159,1.797909
8569,1493,-68.4679915570041,H,-0.913105,-0.808476,-1.105291
8570,1493,-68.4679915570041,H,-1.01335,-1.852711,0.299499
8571,1493,-68.4679915570041,H,1.22375,-2.046022,-0.374482
8572,1493,-68.4679915570041,H,1.291202,-0.966818,1.022847
8573,1493,-68.4679915570041,H,1.284584,-0.002658,-1.765499
8574,1493,-68.4679915570041,H,2.616348,-0.127828,-0.796406
8575,1494,-74.07423823500449,C,-2.68817,0.813569,0.109499
8576,1494,-74.07423823500449,O,-1.278377,0.745244,0.136106
8577,1494,-74.07423823500449,C,-0.781723,-0.491437,0.641739
8578,1494,-74.07423823500449,C,0.743014,-0.470442,0.646294
8579,1494,-74.07423823500449,C,1.33741,-0.317884,-0.757277
8580,1494,-74.07423823500449,N,2.803034,-0.331073,-0.707046
8581,1494,-74.07423823500449,H,-2.976963,1.792326,-0.286125
8582,1494,-74.07423823500449,H,-3.118379,0.694321,1.121474
8583,1494,-74.07423823500449,H,-3.120052,0.025001,-0.534794
8584,1494,-74.07423823500449,H,-1.164478,-1.332053,0.020899
8585,1494,-74.07423823500449,H,-1.172001,-0.660787,1.669915
8586,1494,-74.07423823500449,H,1.113701,-1.393479,1.104771
8587,1494,-74.07423823500449,H,1.094183,0.351651,1.279736
8588,1494,-74.07423823500449,H,0.946652,0.609804,-1.219377
8589,1494,-74.07423823500449,H,1.000453,-1.1483,-1.395871
8590,1494,-74.07423823500449,H,3.145686,0.413686,-0.105348
8591,1494,-74.07423823500449,H,3.193794,-0.199453,-1.636344
8592,1495,-82.68249208900488,C,-1.711817,-0.843147,-1.007222
8593,1495,-82.68249208900488,C,-0.193732,-0.798558,-0.88253
8594,1495,-82.68249208900488,C,0.354502,0.186675,0.210212
8595,1495,-82.68249208900488,N,-0.085274,1.579813,-0.048996
8596,1495,-82.68249208900488,C,-0.1321,-0.226144,1.614393
8597,1495,-82.68249208900488,C,1.898707,0.155158,0.164415
8598,1495,-82.68249208900488,H,-2.007405,-1.522316,-1.804185
8599,1495,-82.68249208900488,H,-2.119638,0.138661,-1.24088
8600,1495,-82.68249208900488,H,-2.178691,-1.189275,-0.087836
8601,1495,-82.68249208900488,H,0.233426,-0.513501,-1.849915
8602,1495,-82.68249208900488,H,0.179236,-1.805008,-0.667737
8603,1495,-82.68249208900488,H,-1.09737,1.651317,0.018809
8604,1495,-82.68249208900488,H,0.196754,1.87105,-0.981922
8605,1495,-82.68249208900488,H,-1.214906,-0.156766,1.691088
8606,1495,-82.68249208900488,H,0.29705,0.424542,2.372425
8607,1495,-82.68249208900488,H,0.158191,-1.249416,1.841518
8608,1495,-82.68249208900488,H,2.26273,0.45736,-0.815731
8609,1495,-82.68249208900488,H,2.275816,-0.844161,0.370073
8610,1495,-82.68249208900488,H,2.31836,0.834924,0.901657
8611,1496,-75.19202433800456,C,1.217345,-0.532056,2.468835
8612,1496,-75.19202433800456,C,0.898822,-0.404451,1.012195
8613,1496,-75.19202433800456,C,-0.047991,0.404733,0.521014
8614,1496,-75.19202433800456,C,-0.401144,0.589349,-0.945702
8615,1496,-75.19202433800456,O,-1.831146,0.628119,-1.082792
8616,1496,-75.19202433800456,C,0.185676,-0.46968,-1.888094
8617,1496,-75.19202433800456,H,1.086175,-1.561473,2.80603
8618,1496,-75.19202433800456,H,0.582131,0.109648,3.074569
8619,1496,-75.19202433800456,H,2.257639,-0.266004,2.663113
8620,1496,-75.19202433800456,H,1.494425,-1.020106,0.33807
8621,1496,-75.19202433800456,H,-0.63223,1.011982,1.212707
8622,1496,-75.19202433800456,H,-0.046863,1.58968,-1.270302
8623,1496,-75.19202433800456,H,-2.202046,-0.21076,-0.777414
8624,1496,-75.19202433800456,H,-0.119451,-1.473535,-1.597118
8625,1496,-75.19202433800456,H,1.273126,-0.435592,-1.892505
8626,1496,-75.19202433800456,H,-0.159992,-0.296164,-2.904308
8627,1497,-83.24083319200508,C,-2.819204,0.86135,-0.980215
8628,1497,-83.24083319200508,C,-1.298506,0.78125,-0.948799
8629,1497,-83.24083319200508,C,-0.768044,0.152235,0.350106
8630,1497,-83.24083319200508,C,0.735755,0.119299,0.406167
8631,1497,-83.24083319200508,C,1.456434,-0.986079,0.631781
8632,1497,-83.24083319200508,C,2.950875,-1.016704,0.702191
8633,1497,-83.24083319200508,H,-3.164907,1.309966,-1.90932
8634,1497,-83.24083319200508,H,-3.197114,1.463852,-0.156231
8635,1497,-83.24083319200508,H,-3.265924,-0.127874,-0.899676
8636,1497,-83.24083319200508,H,-0.875803,1.785113,-1.063415
8637,1497,-83.24083319200508,H,-0.94494,0.199553,-1.805909
8638,1497,-83.24083319200508,H,-1.170106,-0.859874,0.463462
8639,1497,-83.24083319200508,H,-1.149062,0.733927,1.201179
8640,1497,-83.24083319200508,H,1.248414,1.070271,0.257209
8641,1497,-83.24083319200508,H,0.946108,-1.93847,0.777844
8642,1497,-83.24083319200508,H,3.378548,-0.028938,0.545937
8643,1497,-83.24083319200508,H,3.36308,-1.690348,-0.051182
8644,1497,-83.24083319200508,H,3.287852,-1.385287,1.67272
8645,1498,-90.769671046005,C,-2.574349,-2.0529,-0.582675
8646,1498,-90.769671046005,C,-1.596153,-1.146906,-0.591589
8647,1498,-90.769671046005,C,-1.064987,-0.462139,0.637887
8648,1498,-90.769671046005,C,0.459653,-0.591783,0.805406
8649,1498,-90.769671046005,C,1.28999,0.171847,-0.241874
8650,1498,-90.769671046005,C,1.191798,1.667395,-0.114271
8651,1498,-90.769671046005,C,2.241652,2.481947,-0.00434
8652,1498,-90.769671046005,H,-2.927308,-2.508301,-1.499861
8653,1498,-90.769671046005,H,-3.049416,-2.363719,0.340805
8654,1498,-90.769671046005,H,-1.143441,-0.861103,-1.541646
8655,1498,-90.769671046005,H,-1.557649,-0.872326,1.525165
8656,1498,-90.769671046005,H,-1.333638,0.602054,0.598851
8657,1498,-90.769671046005,H,0.73513,-1.650729,0.766317
8658,1498,-90.769671046005,H,0.733337,-0.239568,1.805373
8659,1498,-90.769671046005,H,0.961152,-0.123772,-1.247278
8660,1498,-90.769671046005,H,2.337948,-0.133081,-0.157942
8661,1498,-90.769671046005,H,0.187323,2.091753,-0.124683
8662,1498,-90.769671046005,H,3.255708,2.099168,0.010033
8663,1498,-90.769671046005,H,2.115236,3.554856,0.073596
8664,1499,-91.25205404600456,C,-3.132401,-0.787256,0.136932
8665,1499,-91.25205404600456,C,-1.666131,-0.572048,-0.063287
8666,1499,-91.25205404600456,C,-0.79277,-0.410361,0.949972
8667,1499,-91.25205404600456,C,0.654711,-0.217861,0.851566
8668,1499,-91.25205404600456,C,1.364324,0.376729,-0.137736
8669,1499,-91.25205404600456,C,0.754101,1.001659,-1.362346
8670,1499,-91.25205404600456,C,2.863528,0.471127,-0.040135
8671,1499,-91.25205404600456,H,-3.449599,-1.742093,-0.287418
8672,1499,-91.25205404600456,H,-3.714428,-0.012966,-0.367431
8673,1499,-91.25205404600456,H,-3.398502,-0.778598,1.191537
8674,1499,-91.25205404600456,H,-1.318328,-0.584641,-1.093941
8675,1499,-91.25205404600456,H,-1.17764,-0.474547,1.969353
8676,1499,-91.25205404600456,H,1.215681,-0.571155,1.717767
8677,1499,-91.25205404600456,H,-0.246535,1.381177,-1.163997
8678,1499,-91.25205404600456,H,0.676476,0.282122,-2.180778
8679,1499,-91.25205404600456,H,1.371018,1.824987,-1.719838
8680,1499,-91.25205404600456,H,3.239771,-0.013873,0.857627
8681,1499,-91.25205404600456,H,3.190088,1.512735,-0.0281
8682,1499,-91.25205404600456,H,3.339827,0.004924,-0.904573
8683,15,-61.26016080599766,C,-1.893864,1.123937,-0.894505
8684,15,-61.26016080599766,C,-0.610948,1.149011,-0.529659
8685,15,-61.26016080599766,C,-0.002044,0.220109,0.502823
8686,15,-61.26016080599766,C,0.05052,-1.235661,0.002913
8687,15,-61.26016080599766,O,1.082275,-1.860092,0.017124
8688,15,-61.26016080599766,O,1.317409,0.609552,0.835058
8689,15,-61.26016080599766,H,-2.276437,1.806616,-1.642782
8690,15,-61.26016080599766,H,-2.60206,0.432205,-0.450722
8691,15,-61.26016080599766,H,0.075928,1.85782,-0.987878
8692,15,-61.26016080599766,H,-0.63616,0.223492,1.422167
8693,15,-61.26016080599766,H,-0.915192,-1.692156,-0.366434
8694,15,-61.26016080599766,H,1.894469,-0.168026,0.718764
8695,150,-75.98072641100407,C,0.607572,-1.883377,1.636511
8696,150,-75.98072641100407,N,-0.315206,-1.29513,0.666595
8697,150,-75.98072641100407,C,0.269224,-0.217709,-0.127762
8698,150,-75.98072641100407,C,0.377654,1.183422,0.427534
8699,150,-75.98072641100407,C,-0.62019,0.85852,-0.661198
8700,150,-75.98072641100407,C,-0.423164,1.409331,-2.058021
8701,150,-75.98072641100407,H,0.103411,-2.685668,2.18071
8702,150,-75.98072641100407,H,0.986333,-1.156009,2.3763
8703,150,-75.98072641100407,H,1.471766,-2.310312,1.120352
8704,150,-75.98072641100407,H,-1.157665,-0.962147,1.140419
8705,150,-75.98072641100407,H,1.09063,-0.554723,-0.767683
8706,150,-75.98072641100407,H,1.241511,1.782601,0.157851
8707,150,-75.98072641100407,H,-0.01257,1.372753,1.422239
8708,150,-75.98072641100407,H,-1.66222,0.822247,-0.337532
8709,150,-75.98072641100407,H,0.629073,1.407855,-2.33443
8710,150,-75.98072641100407,H,-0.7869,2.433954,-2.132865
8711,150,-75.98072641100407,H,-0.963506,0.814237,-2.793908
8712,1500,-74.51392223500443,C,1.671822,0.548675,-1.07172
8713,1500,-74.51392223500443,C,1.039729,-0.645056,-0.338603
8714,1500,-74.51392223500443,C,-0.506972,-0.607438,-0.322815
8715,1500,-74.51392223500443,C,-1.114564,0.606905,0.389228
8716,1500,-74.51392223500443,N,-2.57609,0.517157,0.40388
8717,1500,-74.51392223500443,O,1.560978,-0.737013,0.991048
8718,1500,-74.51392223500443,H,2.753443,0.442015,-1.105362
8719,1500,-74.51392223500443,H,1.447594,1.489732,-0.571961
8720,1500,-74.51392223500443,H,1.305941,0.617484,-2.094129
8721,1500,-74.51392223500443,H,1.351622,-1.576069,-0.849194
8722,1500,-74.51392223500443,H,-0.873028,-0.638558,-1.355687
8723,1500,-74.51392223500443,H,-0.873359,-1.517793,0.159893
8724,1500,-74.51392223500443,H,-0.764485,1.543428,-0.095878
8725,1500,-74.51392223500443,H,-0.75735,0.649073,1.42953
8726,1500,-74.51392223500443,H,-2.941768,0.44843,-0.542335
8727,1500,-74.51392223500443,H,-2.982701,1.334521,0.851028
8728,1500,-74.51392223500443,H,1.338808,0.065226,1.482012
8729,1501,-75.09314533800443,C,-1.982688,0.519863,0.34781
8730,1501,-75.09314533800443,C,-0.560133,0.968148,0.151545
8731,1501,-75.09314533800443,C,-0.114641,2.133066,0.642483
8732,1501,-75.09314533800443,C,0.345726,0.038429,-0.627563
8733,1501,-75.09314533800443,C,0.755035,-1.212911,0.176073
8734,1501,-75.09314533800443,O,1.603357,-2.052727,-0.586295
8735,1501,-75.09314533800443,H,-2.554076,1.249196,0.916065
8736,1501,-75.09314533800443,H,-2.02325,-0.433515,0.876995
8737,1501,-75.09314533800443,H,-2.476873,0.370164,-0.613207
8738,1501,-75.09314533800443,H,-0.767155,2.791101,1.202663
8739,1501,-75.09314533800443,H,0.910157,2.449564,0.493082
8740,1501,-75.09314533800443,H,1.249313,0.571608,-0.935555
8741,1501,-75.09314533800443,H,-0.161807,-0.283677,-1.546518
8742,1501,-75.09314533800443,H,-0.148619,-1.773667,0.4978
8743,1501,-75.09314533800443,H,1.304384,-0.927187,1.084155
8744,1501,-75.09314533800443,H,1.181267,-2.271347,-1.427208
8745,1502,-75.78808441100409,C,-2.433287,-0.918019,0.714492
8746,1502,-75.78808441100409,C,-1.345424,-0.161861,0.86425
8747,1502,-75.78808441100409,C,-0.570212,0.448117,-0.274136
8748,1502,-75.78808441100409,N,0.887653,0.411233,-0.034167
8749,1502,-75.78808441100409,C,1.408441,-0.956684,0.071542
8750,1502,-75.78808441100409,C,1.629582,1.210282,-1.014474
8751,1502,-75.78808441100409,H,-2.974124,-1.303869,1.570121
8752,1502,-75.78808441100409,H,-2.813184,-1.17461,-0.268203
8753,1502,-75.78808441100409,H,-0.991593,0.074047,1.868329
8754,1502,-75.78808441100409,H,-0.864358,1.507485,-0.375738
8755,1502,-75.78808441100409,H,-0.848274,-0.040953,-1.23221
8756,1502,-75.78808441100409,H,0.872019,-1.498633,0.853967
8757,1502,-75.78808441100409,H,2.469814,-0.928686,0.333253
8758,1502,-75.78808441100409,H,1.307853,-1.529438,-0.868493
8759,1502,-75.78808441100409,H,1.268628,2.242739,-1.003929
8760,1502,-75.78808441100409,H,1.532328,0.829717,-2.04825
8761,1502,-75.78808441100409,H,2.692718,1.212561,-0.759722
8762,1503,-67.66286655700333,C,-1.78087,-1.556175,-0.199136
8763,1503,-67.66286655700333,N,-0.429015,-1.25488,0.267394
8764,1503,-67.66286655700333,C,0.191704,-0.117624,-0.428646
8765,1503,-67.66286655700333,C,-0.287258,1.276579,-0.009913
8766,1503,-67.66286655700333,O,1.049711,1.639628,0.395674
8767,1503,-67.66286655700333,C,1.554963,0.319473,0.109958
8768,1503,-67.66286655700333,H,-2.164845,-2.428493,0.333284
8769,1503,-67.66286655700333,H,-1.828074,-1.767119,-1.282706
8770,1503,-67.66286655700333,H,-2.446122,-0.712003,0.002205
8771,1503,-67.66286655700333,H,0.162482,-2.084558,0.169823
8772,1503,-67.66286655700333,H,0.184484,-0.263433,-1.534477
8773,1503,-67.66286655700333,H,-0.993371,1.306916,0.838898
8774,1503,-67.66286655700333,H,-0.669466,1.935441,-0.81141
8775,1503,-67.66286655700333,H,1.897129,-0.195764,1.026258
8776,1503,-67.66286655700333,H,2.391968,0.342632,-0.612594
8777,1504,-84.79724336800427,C,-2.681122,-0.087614,-1.741622
8778,1504,-84.79724336800427,C,-1.647489,0.727206,-1.532842
8779,1504,-84.79724336800427,C,-0.88361,0.816084,-0.236477
8780,1504,-84.79724336800427,C,0.607124,0.752926,-0.440684
8781,1504,-84.79724336800427,C,1.494338,0.063486,0.304388
8782,1504,-84.79724336800427,C,1.186067,-0.782846,1.451492
8783,1504,-84.79724336800427,C,2.123511,-1.417679,2.172259
8784,1504,-84.79724336800427,H,-3.203523,-0.099589,-2.690335
8785,1504,-84.79724336800427,H,-3.032195,-0.765779,-0.972405
8786,1504,-84.79724336800427,H,-1.316255,1.392597,-2.331046
8787,1504,-84.79724336800427,H,-1.22487,0.044282,0.458267
8788,1504,-84.79724336800427,H,-1.125783,1.783929,0.235553
8789,1504,-84.79724336800427,H,0.988296,1.345222,-1.273494
8790,1504,-84.79724336800427,H,2.548991,0.133928,0.037524
8791,1504,-84.79724336800427,H,0.138374,-0.898052,1.727464
8792,1504,-84.79724336800427,H,3.176588,-1.326329,1.931721
8793,1504,-84.79724336800427,H,1.857462,-2.039586,3.017671
8794,1505,-32.501490742001806,O,-0.026938,0.839444,0.078214
8795,1505,-32.501490742001806,C,-0.724152,-0.389995,-0.034217
8796,1505,-32.501490742001806,C,0.747666,-0.342775,-0.03406
8797,1505,-32.501490742001806,H,-1.271172,-0.53534,-0.97475
8798,1505,-32.501490742001806,H,-1.265856,-0.70672,0.86645
8799,1505,-32.501490742001806,H,1.303079,-0.452748,-0.974473
8800,1505,-32.501490742001806,H,1.308367,-0.624128,0.866724
8801,1506,-75.36029130800398,C,-1.49204,0.791292,-0.392108
8802,1506,-75.36029130800398,C,0.036268,0.86105,-0.206614
8803,1506,-75.36029130800398,N,0.456143,0.701247,1.212357
8804,1506,-75.36029130800398,C,0.229365,-0.602474,1.828116
8805,1506,-75.36029130800398,C,0.794834,-0.1021,-1.152665
8806,1506,-75.36029130800398,N,0.109471,-1.381306,-1.361338
8807,1506,-75.36029130800398,H,-1.98716,1.541318,0.223005
8808,1506,-75.36029130800398,H,-1.882532,-0.184059,-0.113881
8809,1506,-75.36029130800398,H,-1.759447,0.973442,-1.430422
8810,1506,-75.36029130800398,H,0.352829,1.886774,-0.484283
8811,1506,-75.36029130800398,H,-0.004698,1.423219,1.771171
8812,1506,-75.36029130800398,H,0.87666,-1.361588,1.378584
8813,1506,-75.36029130800398,H,-0.813383,-0.958761,1.75159
8814,1506,-75.36029130800398,H,0.480677,-0.539878,2.889642
8815,1506,-75.36029130800398,H,1.826134,-0.241348,-0.769475
8816,1506,-75.36029130800398,H,0.89771,0.38316,-2.134861
8817,1506,-75.36029130800398,H,0.008594,-1.888801,-0.486809
8818,1506,-75.36029130800398,H,0.634757,-1.959679,-2.011769
8819,1507,-71.76665983600378,C,-0.170747,0.003811,2.033571
8820,1507,-71.76665983600378,C,-0.601786,0.002081,0.561605
8821,1507,-71.76665983600378,C,-0.102831,1.175142,-0.247224
8822,1507,-71.76665983600378,C,0.532658,0.727603,-1.351136
8823,1507,-71.76665983600378,C,0.529815,-0.734226,-1.348706
8824,1507,-71.76665983600378,C,-0.107374,-1.175608,-0.243285
8825,1507,-71.76665983600378,H,-0.549753,0.887171,2.544746
8826,1507,-71.76665983600378,H,0.912888,0.001564,2.123426
8827,1507,-71.76665983600378,H,-0.553718,-0.875924,2.548031
8828,1507,-71.76665983600378,H,-1.708451,0.004161,0.540282
8829,1507,-71.76665983600378,H,-0.261638,2.212487,0.027182
8830,1507,-71.76665983600378,H,0.978878,1.342564,-2.125779
8831,1507,-71.76665983600378,H,0.973622,-1.35343,-2.12135
8832,1507,-71.76665983600378,H,-0.270239,-2.211408,0.034513
8833,1508,-97.1220297240061,C,-2.927796,1.45441,-0.828559
8834,1508,-97.1220297240061,C,-1.411295,1.325926,-0.762194
8835,1508,-97.1220297240061,C,-0.953347,0.155622,0.119823
8836,1508,-97.1220297240061,C,0.563124,0.066768,0.230479
8837,1508,-97.1220297240061,C,1.360194,-0.662393,-0.812977
8838,1508,-97.1220297240061,C,1.229853,-1.237512,0.568852
8839,1508,-97.1220297240061,C,2.426718,-1.272414,1.495192
8840,1508,-97.1220297240061,H,-3.219416,2.290093,-1.461328
8841,1508,-97.1220297240061,H,-3.349015,1.620676,0.161076
8842,1508,-97.1220297240061,H,-3.381742,0.552532,-1.234574
8843,1508,-97.1220297240061,H,-0.983876,2.258358,-0.378095
8844,1508,-97.1220297240061,H,-1.008877,1.198584,-1.772545
8845,1508,-97.1220297240061,H,-1.348405,-0.782783,-0.283261
8846,1508,-97.1220297240061,H,-1.388833,0.266951,1.120798
8847,1508,-97.1220297240061,H,1.036145,0.9621,0.638685
8848,1508,-97.1220297240061,H,2.320237,-0.246766,-1.102323
8849,1508,-97.1220297240061,H,0.820112,-1.150632,-1.61815
8850,1508,-97.1220297240061,H,0.569626,-2.102214,0.657485
8851,1508,-97.1220297240061,H,3.037094,-0.379335,1.379435
8852,1508,-97.1220297240061,H,3.057862,-2.137543,1.291495
8853,1508,-97.1220297240061,H,2.114381,-1.332465,2.537613
8854,1509,-63.07754887900319,C,-2.042345,-0.623496,0.945917
8855,1509,-63.07754887900319,C,-0.523993,-0.519117,0.924633
8856,1509,-63.07754887900319,C,-0.02563,0.415483,-0.205183
8857,1509,-63.07754887900319,C,1.451678,0.560083,-0.159966
8858,1509,-63.07754887900319,N,2.597973,0.652175,-0.127575
8859,1509,-63.07754887900319,O,-0.421416,-0.060517,-1.486565
8860,1509,-63.07754887900319,H,-2.370643,-1.320172,1.71355
8861,1509,-63.07754887900319,H,-2.416439,-0.971282,-0.0138
8862,1509,-63.07754887900319,H,-2.495497,0.344147,1.15123
8863,1509,-63.07754887900319,H,-0.084495,-1.512932,0.789903
8864,1509,-63.07754887900319,H,-0.15846,-0.144868,1.885992
8865,1509,-63.07754887900319,H,-0.476358,1.418531,-0.085641
8866,1509,-63.07754887900319,H,0.029156,-0.892225,-1.688091
8867,151,-85.77651236800375,C,0.80885,-2.100001,-1.402317
8868,151,-85.77651236800375,C,1.185461,-0.984066,-0.437281
8869,151,-85.77651236800375,C,-0.028649,-0.406171,0.326684
8870,151,-85.77651236800375,C,0.327102,0.634346,1.359992
8871,151,-85.77651236800375,C,-0.399698,1.752584,1.148528
8872,151,-85.77651236800375,C,-1.252319,1.556631,-0.022082
8873,151,-85.77651236800375,C,-1.042929,0.319913,-0.522336
8874,151,-85.77651236800375,H,1.695671,-2.504798,-1.886057
8875,151,-85.77651236800375,H,0.139245,-1.74042,-2.180653
8876,151,-85.77651236800375,H,0.308411,-2.916403,-0.884562
8877,151,-85.77651236800375,H,1.688841,-0.180266,-0.9824
8878,151,-85.77651236800375,H,1.908096,-1.363832,0.293687
8879,151,-85.77651236800375,H,-0.53015,-1.253191,0.832741
8880,151,-85.77651236800375,H,1.047578,0.477648,2.155887
8881,151,-85.77651236800375,H,-0.368341,2.658046,1.745534
8882,151,-85.77651236800375,H,-1.941686,2.296961,-0.414534
8883,151,-85.77651236800375,H,-1.534577,-0.113164,-1.386765
8884,1510,-59.08358527400196,C,-2.230636,-0.196484,-0.126467
8885,1510,-59.08358527400196,C,-0.7304,-0.227509,-0.124497
8886,1510,-59.08358527400196,C,0.016578,0.779487,0.42152
8887,1510,-59.08358527400196,C,1.445162,0.753179,0.415906
8888,1510,-59.08358527400196,N,2.602986,0.726782,0.399972
8889,1510,-59.08358527400196,N,-0.148571,-1.358131,-0.669684
8890,1510,-59.08358527400196,H,-2.605382,0.691956,0.373031
8891,1510,-59.08358527400196,H,-2.638089,-1.072753,0.378357
8892,1510,-59.08358527400196,H,-2.619353,-0.204269,-1.145926
8893,1510,-59.08358527400196,H,-0.467768,1.637668,0.874288
8894,1510,-59.08358527400196,H,-0.705347,-1.947071,-1.273842
8895,1510,-59.08358527400196,H,0.850806,-1.33812,-0.8367
8896,1511,-74.89058033800393,C,-0.684777,-0.366878,-1.717044
8897,1511,-74.89058033800393,C,-0.734911,-0.510037,-0.201246
8898,1511,-74.89058033800393,O,0.253287,-1.451044,0.302615
8899,1511,-74.89058033800393,C,0.870943,-0.449032,1.131565
8900,1511,-74.89058033800393,C,-0.146296,0.608932,0.691158
8901,1511,-74.89058033800393,C,0.39645,1.873456,0.033923
8902,1511,-74.89058033800393,H,-0.976669,-1.301406,-2.191978
8903,1511,-74.89058033800393,H,0.316561,-0.117854,-2.06094
8904,1511,-74.89058033800393,H,-1.366248,0.412111,-2.055836
8905,1511,-74.89058033800393,H,-1.75618,-0.824359,0.109831
8906,1511,-74.89058033800393,H,1.920657,-0.262476,0.836366
8907,1511,-74.89058033800393,H,0.856094,-0.729054,2.201733
8908,1511,-74.89058033800393,H,-0.83537,0.893224,1.500163
8909,1511,-74.89058033800393,H,1.117376,1.639685,-0.746802
8910,1511,-74.89058033800393,H,0.895554,2.502596,0.769615
8911,1511,-74.89058033800393,H,-0.406524,2.457241,-0.413211
